sample_id,prediction,ground_truth,is_correct,caption
rrxdfkexay,1,-1,False,
xyyprqdsdi,2,-1,False,
jbihrjfyos,1,-1,False,
dyoffgzgeb,4,-1,False,
hxngmhcpsp,1,-1,False,
pgknjzzplo,4,-1,False,
gxvkhydkhd,4,-1,False,
niriefsiak,1,-1,False,
pjaynzjthz,2,-1,False,
tecumjhhxj,1,-1,False,
iunqayyvap,0,-1,False,
gkaebrafdj,2,-1,False,
wnaqzrvxxx,3,-1,False,
vqittwendq,4,-1,False,
hsqfvmfeij,4,-1,False,
ivmygnrzrp,0,-1,False,
shxeairssx,4,-1,False,
pfrhexmzzr,0,-1,False,
nmyswaysmp,1,-1,False,
fvcffxqdmb,2,-1,False,
svefefywbn,0,-1,False,
khciohyost,2,-1,False,
ifakthazyi,4,-1,False,
wgmhrkyjmo,4,-1,False,
uzknutsmcc,4,-1,False,
xvxfdawewa,4,-1,False,
ucxveaowkb,4,-1,False,
tzryponxsi,1,-1,False,
hxjigbatcb,0,-1,False,
wgiloqmudv,4,-1,False,
lnxrklwoij,2,-1,False,
lmoyvswqel,3,-1,False,
vpaarrnaaq,1,-1,False,
zuukckdrvm,0,-1,False,
jahnwsmukw,2,-1,False,
otfvwzjtsc,3,-1,False,
ixucxcaqua,2,-1,False,
idckfmfxcr,2,-1,False,
wzbkcyebiy,4,-1,False,
lfmppefghb,4,-1,False,
gwgtbdsxuq,3,-1,False,
tyohuwwuly,1,-1,False,
akdwukzeeb,1,-1,False,
gqaxwccrjx,4,-1,False,
ztocdptrau,2,-1,False,
upjinmmxbs,2,-1,False,
mhcoozsocp,1,-1,False,
diyiwogtjw,1,-1,False,
gchxnpryhw,1,-1,False,
lvyxvuzwit,3,-1,False,
rloayuqmxf,0,-1,False,
ipwvdhejxo,2,-1,False,
oqodhhckas,0,-1,False,
ykixntucgo,0,-1,False,
uzhvwhzknl,1,-1,False,
eyrusfyenq,2,-1,False,
gscbnlwcrb,0,-1,False,
exhayajovx,1,-1,False,
okdpxuadmn,4,-1,False,
mmvzuepbeq,3,-1,False,
mlrmdpzsuy,3,-1,False,
msgxcxkzpf,1,-1,False,
vdsgowiylf,2,-1,False,
cetnunmnpm,3,-1,False,
gojvqtmsda,4,-1,False,
ltniuzbcvu,3,-1,False,
cozublrxnl,2,-1,False,
uqavrjvdei,2,-1,False,
czznvpeujh,3,-1,False,
ygdefaytti,1,-1,False,
klevuhdjtc,3,-1,False,
cybdeufzvn,0,-1,False,
inmoumnkam,3,-1,False,
ceuznozwtn,2,-1,False,
jwwuinmloi,0,-1,False,
jmwxpqnyns,2,-1,False,
rdmcrjutls,2,-1,False,
wbhxbmohrg,2,-1,False,
jhqizbuima,4,-1,False,
bahbplmefb,3,-1,False,
cpdlpofjyl,4,-1,False,
iybmmkbiif,2,-1,False,
vxkpoolyjp,2,-1,False,
nzvkrbaxig,0,-1,False,
ngddvnlnno,2,-1,False,
yprbtchuvj,1,-1,False,
pcuoxgebga,0,-1,False,
fibexnqdxc,3,-1,False,
rzwxunhkhn,2,-1,False,
jjxyojufde,3,-1,False,
ezrlqqifip,2,-1,False,
lwvmsdkjke,1,-1,False,
zafnpeuqrx,4,-1,False,
jwocvhizzu,0,-1,False,
xkicsldqvb,0,-1,False,
orxrhdodzz,0,-1,False,
zrqydcpvet,3,-1,False,
tgzekwfzkb,2,-1,False,
yybeqjhxsk,4,-1,False,
nxdyuslvow,1,-1,False,
vjmbuuclrk,3,-1,False,
efvtxtksba,2,-1,False,
stokrdofjm,0,-1,False,
mhynbkxpwz,4,-1,False,
nspqyfwsfx,1,-1,False,
lmsbtevoll,4,-1,False,
rgsghkyezt,1,-1,False,
tpiuzysshx,3,-1,False,
avjgqtqgxm,3,-1,False,
urgbfebulb,3,-1,False,
yttvuratvw,2,-1,False,
womspyhyky,4,-1,False,
heuwayydyn,1,-1,False,
